 2017-05-08 14:42:32,764 [P18036/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.13 application starting on ESITOZ68
 2017-05-08 16:03:47,200 [P24216/D3/T19] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-05-08 16:03:47,200 [P24216/D3/T19] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2017-05-08 16:04:57,241 [P24216/D3/T29] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2017-05-08 16:04:57,256 [P24216/D3/T29] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 15ms)
 2017-05-08 16:05:30,170 [P24216/D3/T38] ERROR Umbraco.Core.UmbracoApplicationBase - An unhandled exception occurred
ImageProcessor.Common.Exceptions.QuantizationException: Exception of type 'System.OutOfMemoryException' was thrown. ---> System.OutOfMemoryException: Exception of type 'System.OutOfMemoryException' was thrown.
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.Histogram..ctor()
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source, Int32 alphaThreshold, Int32 alphaFader, Histogram histogram, Int32 maxColors)
   --- End of inner exception stack trace ---
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source, Int32 alphaThreshold, Int32 alphaFader, Histogram histogram, Int32 maxColors)
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source)
   at ImageProcessor.Imaging.Formats.PngFormat.Save(Stream stream, Image image, Int64 bitDepth)
   at ImageProcessor.ImageFactory.Save(Stream stream)
   at ImageProcessor.Web.HttpModules.ImageProcessingModule.<ProcessImageAsync>d__34.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Web.TaskAsyncHelper.EndTask(IAsyncResult ar)
   at System.Web.HttpApplication.AsyncEventExecutionStep.OnAsyncEventCompletion(IAsyncResult ar)
 2017-05-08 16:05:30,170 [P24216/D3/T26] ERROR Umbraco.Core.UmbracoApplicationBase - An unhandled exception occurred
ImageProcessor.Common.Exceptions.QuantizationException: Exception of type 'System.OutOfMemoryException' was thrown. ---> System.OutOfMemoryException: Exception of type 'System.OutOfMemoryException' was thrown.
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.Histogram..ctor()
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source, Int32 alphaThreshold, Int32 alphaFader, Histogram histogram, Int32 maxColors)
   --- End of inner exception stack trace ---
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source, Int32 alphaThreshold, Int32 alphaFader, Histogram histogram, Int32 maxColors)
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source)
   at ImageProcessor.Imaging.Formats.PngFormat.Save(Stream stream, Image image, Int64 bitDepth)
   at ImageProcessor.ImageFactory.Save(Stream stream)
   at ImageProcessor.Web.HttpModules.ImageProcessingModule.<ProcessImageAsync>d__34.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Web.TaskAsyncHelper.EndTask(IAsyncResult ar)
   at System.Web.HttpApplication.AsyncEventExecutionStep.OnAsyncEventCompletion(IAsyncResult ar)
 2017-05-08 16:05:30,170 [P24216/D3/T11] ERROR Umbraco.Core.UmbracoApplicationBase - An unhandled exception occurred
ImageProcessor.Common.Exceptions.QuantizationException: Exception of type 'System.OutOfMemoryException' was thrown. ---> System.OutOfMemoryException: Exception of type 'System.OutOfMemoryException' was thrown.
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.Histogram..ctor()
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source, Int32 alphaThreshold, Int32 alphaFader, Histogram histogram, Int32 maxColors)
   --- End of inner exception stack trace ---
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source, Int32 alphaThreshold, Int32 alphaFader, Histogram histogram, Int32 maxColors)
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source)
   at ImageProcessor.Imaging.Formats.PngFormat.Save(Stream stream, Image image, Int64 bitDepth)
   at ImageProcessor.ImageFactory.Save(Stream stream)
   at ImageProcessor.Web.HttpModules.ImageProcessingModule.<ProcessImageAsync>d__34.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Web.TaskAsyncHelper.EndTask(IAsyncResult ar)
   at System.Web.HttpApplication.AsyncEventExecutionStep.OnAsyncEventCompletion(IAsyncResult ar)
 2017-05-08 16:05:30,251 [P24216/D3/T7] ERROR Umbraco.Core.UmbracoApplicationBase - An unhandled exception occurred
ImageProcessor.Common.Exceptions.QuantizationException: Exception of type 'System.OutOfMemoryException' was thrown. ---> System.OutOfMemoryException: Exception of type 'System.OutOfMemoryException' was thrown.
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.Histogram..ctor()
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source, Int32 alphaThreshold, Int32 alphaFader, Histogram histogram, Int32 maxColors)
   --- End of inner exception stack trace ---
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source, Int32 alphaThreshold, Int32 alphaFader, Histogram histogram, Int32 maxColors)
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source)
   at ImageProcessor.Imaging.Formats.PngFormat.Save(Stream stream, Image image, Int64 bitDepth)
   at ImageProcessor.ImageFactory.Save(Stream stream)
   at ImageProcessor.Web.HttpModules.ImageProcessingModule.<ProcessImageAsync>d__34.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Web.TaskAsyncHelper.EndTask(IAsyncResult ar)
   at System.Web.HttpApplication.AsyncEventExecutionStep.OnAsyncEventCompletion(IAsyncResult ar)
 2017-05-08 16:05:30,587 [P24216/D3/T7] ERROR Umbraco.Core.UmbracoApplicationBase - An unhandled exception occurred
ImageProcessor.Common.Exceptions.QuantizationException: Exception of type 'System.OutOfMemoryException' was thrown. ---> System.OutOfMemoryException: Exception of type 'System.OutOfMemoryException' was thrown.
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.Histogram..ctor()
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source, Int32 alphaThreshold, Int32 alphaFader, Histogram histogram, Int32 maxColors)
   --- End of inner exception stack trace ---
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source, Int32 alphaThreshold, Int32 alphaFader, Histogram histogram, Int32 maxColors)
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source)
   at ImageProcessor.Imaging.Formats.PngFormat.Save(Stream stream, Image image, Int64 bitDepth)
   at ImageProcessor.ImageFactory.Save(Stream stream)
   at ImageProcessor.Web.HttpModules.ImageProcessingModule.<ProcessImageAsync>d__34.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Web.TaskAsyncHelper.EndTask(IAsyncResult ar)
   at System.Web.HttpApplication.AsyncEventExecutionStep.OnAsyncEventCompletion(IAsyncResult ar)
 2017-05-08 16:05:35,439 [P24216/D3/T26] ERROR Umbraco.Core.UmbracoApplicationBase - An unhandled exception occurred
ImageProcessor.Common.Exceptions.QuantizationException: Exception of type 'System.OutOfMemoryException' was thrown. ---> System.OutOfMemoryException: Exception of type 'System.OutOfMemoryException' was thrown.
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.Histogram..ctor()
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source, Int32 alphaThreshold, Int32 alphaFader, Histogram histogram, Int32 maxColors)
   --- End of inner exception stack trace ---
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source, Int32 alphaThreshold, Int32 alphaFader, Histogram histogram, Int32 maxColors)
   at ImageProcessor.Imaging.Quantizers.WuQuantizer.WuQuantizerBase.Quantize(Image source)
   at ImageProcessor.Imaging.Formats.PngFormat.Save(Stream stream, Image image, Int64 bitDepth)
   at ImageProcessor.ImageFactory.Save(Stream stream)
   at ImageProcessor.Web.HttpModules.ImageProcessingModule.<ProcessImageAsync>d__34.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Web.TaskAsyncHelper.EndTask(IAsyncResult ar)
   at System.Web.HttpApplication.AsyncEventExecutionStep.OnAsyncEventCompletion(IAsyncResult ar)
 2017-05-08 16:05:48,924 [P24216/D3/T25] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-05-08 16:05:48,924 [P24216/D3/T25] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2017-05-08 16:13:35,264 [P24216/D3/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Terminating
 2017-05-08 16:13:35,264 [P24216/D3/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Waiting for tasks to complete
 2017-05-08 16:13:35,267 [P24216/D3/T8] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Tasks completed, terminated
 2017-05-08 16:13:35,284 [P24216/D3/T12] INFO  Umbraco.Core.MainDom - Stopping...
 2017-05-08 16:13:35,286 [P24216/D3/T12] INFO  Umbraco.Core.MainDom - Released MainDom.
 2017-05-08 16:13:35,286 [P24216/D3/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Terminating
 2017-05-08 16:13:35,286 [P24216/D3/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Waiting for tasks to complete
 2017-05-08 16:13:35,286 [P24216/D3/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Terminating
 2017-05-08 16:13:35,286 [P24216/D3/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Waiting for tasks to complete
 2017-05-08 16:13:35,286 [P24216/D3/T15] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Tasks completed, terminated
 2017-05-08 16:13:35,286 [P24216/D3/T5] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Tasks completed, terminated
 2017-05-08 16:13:35,287 [P24216/D3/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Terminating
 2017-05-08 16:13:35,287 [P24216/D3/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Waiting for tasks to complete
 2017-05-08 16:13:35,288 [P24216/D3/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Terminating
 2017-05-08 16:13:35,288 [P24216/D3/T39] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Tasks completed, terminated
 2017-05-08 16:13:35,288 [P24216/D3/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Waiting for tasks to complete
 2017-05-08 16:13:35,288 [P24216/D3/T41] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Tasks completed, terminated
 2017-05-08 16:13:48,155 [P24216/D4/T50] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.13 application starting on ESITOZ68
 2017-05-08 16:13:48,207 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2017-05-08 16:13:48,248 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Hash determined (took 40ms)
 2017-05-08 16:13:48,314 [P24216/D4/T50] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2017-05-08 16:13:48,315 [P24216/D4/T50] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2017-05-08 16:13:48,324 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2017-05-08 16:13:48,704 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 379ms)
 2017-05-08 16:13:48,723 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2017-05-08 16:13:48,733 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 9ms)
 2017-05-08 16:13:48,734 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2017-05-08 16:13:48,745 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 11ms)
 2017-05-08 16:13:48,760 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2017-05-08 16:13:48,769 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 8ms)
 2017-05-08 16:13:48,769 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2017-05-08 16:13:48,784 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 14ms)
 2017-05-08 16:13:48,824 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2017-05-08 16:13:48,834 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 10ms)
 2017-05-08 16:13:48,834 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2017-05-08 16:13:48,842 [P24216/D4/T50] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 7ms)
 2017-05-08 16:13:50,206 [P24216/D4/T50] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2017-05-08 16:13:50,550 [P24216/D4/T50] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2017-05-08 16:13:50,572 [P24216/D4/T50] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2017-05-08 16:13:50,753 [P24216/D4/T50] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2017-05-08 16:13:50,879 [P24216/D4/T50] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 2806ms)
 2017-05-08 16:13:51,049 [P24216/D4/T32] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:64953/umbraco (UmbracoModule request)
 2017-05-08 16:13:52,001 [P24216/D4/T5] INFO  umbraco.content - Load Xml from file...
 2017-05-08 16:13:52,024 [P24216/D4/T5] INFO  umbraco.content - Loaded Xml from file.
 2017-05-08 16:13:52,802 [P24216/D4/T5] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2017-05-08 16:13:52,827 [P24216/D4/T5] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 25ms)
 2017-05-08 16:13:58,520 [P24216/D4/T44] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-05-08 16:13:58,557 [P24216/D4/T44] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 37ms)
 2017-05-08 16:13:58,620 [P24216/D4/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-05-08 16:13:58,641 [P24216/D4/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 20ms)
 2017-05-08 16:13:58,672 [P24216/D4/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-05-08 16:13:58,672 [P24216/D4/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2017-05-08 16:13:58,675 [P24216/D4/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-05-08 16:13:58,735 [P24216/D4/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 60ms)
 2017-05-08 16:13:58,788 [P24216/D4/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2017-05-08 16:13:58,808 [P24216/D4/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 19ms)
 2017-05-08 16:13:59,181 [P24216/D4/T44] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2017-05-08 16:13:59,204 [P24216/D4/T44] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 23ms)
 2017-05-08 16:14:05,338 [P24216/D3/T15] INFO  Umbraco.Core.UmbracoApplicationBase - Application shutdown. Details: BinDirChangeOrDirectoryRename

_shutDownMessage=Change Notification for critical directories.
bin dir change or directory rename
HostingEnvironment initiated shutdown
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change Notification for critical directories.
bin dir change or directory rename
Change in C:\Users\Cayden.ESITOZ\AppData\Local\Temp\Temporary ASP.NET Files\vs\0085cc2d\dbd11e84\hash\hash.web
Change in C:\Users\Cayden.ESITOZ\AppData\Local\Temp\Temporary ASP.NET Files\vs\0085cc2d\dbd11e84\hash\hash.web
HostingEnvironment caused shutdown

_shutDownStack=   at System.Environment.GetStackTrace(Exception e, Boolean needFileInfo)
   at System.Environment.get_StackTrace()
   at System.Web.Hosting.HostingEnvironment.InitiateShutdownInternal()
   at System.Web.Hosting.HostingEnvironment.InitiateShutdownWithoutDemand()
   at System.Web.HttpRuntime.ShutdownAppDomain(String stackTrace)
   at System.Web.HttpRuntime.OnCriticalDirectoryChange(Object sender, FileChangeEvent e)
   at System.Web.FileChangesMonitor.OnCriticaldirChange(Object sender, FileChangeEvent e)
   at System.Web.DirectoryMonitor.FireNotifications()
   at System.Web.Util.WorkItem.CallCallbackWithAssert(WorkItemCallback callback)
   at System.Web.Util.WorkItem.OnQueueUserWorkItemCompletion(Object state)
   at System.Threading.QueueUserWorkItemCallback.WaitCallback_Context(Object state)
   at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   at System.Threading.QueueUserWorkItemCallback.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem()
   at System.Threading.ThreadPoolWorkQueue.Dispatch()
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallback()
 2017-05-08 16:14:52,086 [P24216/D4/T34] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2017-05-07 16:14:52
 2017-05-08 16:17:14,659 [P24216/D4/T5] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Terminating
 2017-05-08 16:17:14,659 [P24216/D4/T5] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Waiting for tasks to complete
 2017-05-08 16:17:14,660 [P24216/D4/T5] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Terminating
 2017-05-08 16:17:14,660 [P24216/D4/T5] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Waiting for tasks to complete
 2017-05-08 16:17:14,662 [P24216/D4/T5] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Tasks completed, terminated
 2017-05-08 16:17:14,664 [P24216/D4/T5] INFO  Umbraco.Core.MainDom - Stopping...
 2017-05-08 16:17:14,668 [P24216/D4/T16] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Tasks completed, terminated
 2017-05-08 16:17:14,669 [P24216/D4/T5] INFO  Umbraco.Core.MainDom - Released MainDom.
 2017-05-08 16:17:14,670 [P24216/D4/T5] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Terminating
 2017-05-08 16:17:14,670 [P24216/D4/T5] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Waiting for tasks to complete
 2017-05-08 16:17:14,670 [P24216/D4/T8] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Tasks completed, terminated
 2017-05-08 16:17:14,674 [P24216/D4/T5] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Terminating
 2017-05-08 16:17:14,674 [P24216/D4/T5] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Waiting for tasks to complete
 2017-05-08 16:17:14,674 [P24216/D4/T5] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Terminating
 2017-05-08 16:17:14,674 [P24216/D4/T5] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Waiting for tasks to complete
 2017-05-08 16:17:14,674 [P24216/D4/T45] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Tasks completed, terminated
 2017-05-08 16:17:14,674 [P24216/D4/T5] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Tasks completed, terminated
 2017-05-08 16:17:22,969 [P24216/D5/T28] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.13 application starting on ESITOZ68
 2017-05-08 16:17:22,991 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2017-05-08 16:17:23,006 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Hash determined (took 15ms)
 2017-05-08 16:17:23,064 [P24216/D5/T28] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2017-05-08 16:17:23,068 [P24216/D5/T28] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2017-05-08 16:17:23,076 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2017-05-08 16:17:23,482 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 406ms)
 2017-05-08 16:17:23,502 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2017-05-08 16:17:23,512 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 10ms)
 2017-05-08 16:17:23,514 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2017-05-08 16:17:23,522 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 7ms)
 2017-05-08 16:17:23,537 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2017-05-08 16:17:23,546 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 8ms)
 2017-05-08 16:17:23,547 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2017-05-08 16:17:23,558 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 11ms)
 2017-05-08 16:17:23,602 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2017-05-08 16:17:23,607 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 5ms)
 2017-05-08 16:17:23,608 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2017-05-08 16:17:23,619 [P24216/D5/T28] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 10ms)
 2017-05-08 16:17:24,632 [P24216/D5/T28] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2017-05-08 16:17:24,923 [P24216/D5/T28] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2017-05-08 16:17:24,953 [P24216/D5/T28] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2017-05-08 16:17:25,233 [P24216/D5/T28] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2017-05-08 16:17:25,368 [P24216/D5/T28] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 2471ms)
 2017-05-08 16:17:25,589 [P24216/D5/T32] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:64953/umbraco (UmbracoModule request)
 2017-05-08 16:17:26,435 [P24216/D5/T32] INFO  umbraco.content - Load Xml from file...
 2017-05-08 16:17:26,437 [P24216/D5/T32] INFO  umbraco.content - Loaded Xml from file.
 2017-05-08 16:17:27,287 [P24216/D5/T32] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
